,Product Name,Brand Name,Price,Rating,Reviews,Review Votes
57329,Apple iPhone 6 Plus 64GB Gold (Factory Unlocked),Apple,615.0,4,"great because it's unlocked and no one can hold you hostage with a early termination fee! Battery life much, much better than the 5's",0.0
397935,Sony Xperia Z5 E6653 32GB 5.2-inch 4G LTE Factory Unlocked International Stock No Warranty (Pink),Sony,365.99,5,loved it,0.0
243676,Moto G Plus (4th Gen.) Unlocked - Black - 16GB - U.S. Warranty,Motorola,249.0,2,Bought this product with the $50 amazon gift card bundle deal. The first phone arrives without manuals and headphones and I've looked up different moto g4 plus unboxing videos online and all show headphones in box and the charger inside also shows different wrapper. Not that I need the headphone but I just dont feel comfortable with this and feel it is repackaged somehow. So I ordered a replacement. And disappointingly it has the same issue+the phone is the box is flipped up-side-down. At this point the product just lose my trust. I might be suspicious and picky but this is the story I want others to know.,7.0
73678,Apple iPhone 7 Unlocked Phone 256 GB - US Version (Rose Gold),Apple,908.99,5,Perfect,0.0
265092,"Nokia E7-00 Unlocked GSM Phone with Touchscreen, QWERTY Keyboard, Easy E-mail Setup, GPS Navigation, 8 MP Camera--U.S. Version with Warranty (Blue)",Nokia,269.1,5,This phone is excellent I do not have more words. Maybe Nokia is getting better...no more words can be told...try with Nokia I can not say anymore.,1.0
378036,Samsung i897 Captivate Android Smartphone Galaxy S GSM Unlocked - Black,,87.99,4,When I first got the phone and turned it on it's was love at first sight. Everything that I will ever need. No flash on camera its okay still take great pictures. Have nothing bad to say. Didn't give five stars to me no phone is a five star phone don't care how good it is because if you dig deep enough you will find something you don't like about the phone so I will leave it at that.,1.0
335742,Samsung Galaxy S Duos II S7582 DUAL SIM Factory Unlocked International Version - Black,Samsung,299.99,1,"I ordered white, but I received a black phone. The plug of adapter can not use in U.S. I feel disappoint.",1.0
271995,"Nokia Lumia 900 16GB Unlocked GSM Phone with Windows 7.5 OS, AMOLED Touchscreen, 8MP Camera, GPS, Wi-Fi, Bluetooth, FM Radio and microSD Slot - White",Nokia,150.0,5,"I purchased my Lumia 900 from Mobile Tronix. I was concerned at first about the low cost, but after a couple of emails to them, went ahead and ordered. When I got the phone it was in a Nokia box with charger and headphones. The 900 was brand completely new though I was a bit worried at first when I saw the T&T logo in the top right corner. Even more so when on starting up it was all ""T&T"". but as soon as I tried it out it was truly unlocked. After deleting all the contract stuff I now have my own personalised Lumia 900 and am so very pleased with it.",6.0
44435,Apple iPhone 5s 32GB (Silver) - AT&T,Apple,43.95,5,It arrived sealed in the box phone works and looks great the Apple iPhone 5s is extremely easy to use I actually purchased it for my twelve year old daughter and she has not put it down it was a great gift for her,0.0
356387,"Samsung Galaxy S5 SM-G900A GSM Unlocked Cellphone, 16GB, Blue",samsung,172.0,5,Love it have for almost month now works perfectly just like brand new no problem at all. Wil be buying refurbished phone from now on,0.0
170095,CNPGD [U.S. Warranty] All-in-1 Smartwatch and Watch Cell Phone,CNPGD,49.99,1,"I wanted a cheap fitness tracker with clock.The Bad: The pedometer said unavailable, the sleep tracker said unavailable, and I could only find the sedentary alert once- don't know if that worked.The Middle: The band on it is huge. I'm a big girl that usually uses extra links in a watch, and I was on the second to last hole here. It's thicker and heavier than I expected, but I think I would get used to it.The Good: Even though I didn't want to connect it to my phone, it connected easily to my iPhone 6. I could get my music, even though it wasn't very loud. I liked the idea of an FM radio. Even though the headphones didn't fit, good sound quality.",1.0
401060,Studio 7.0 LTE - Smartphone - GSM Unlocked - Grey,BLU,,2,"The phone constantly is resetting itself. In one day it reset 5times, and took 15 mins each time. The screen is nice, it's huge and I love that. It just lags, restarts and turns off on its own. Truly hoping a replacement will work of not I will be upset to have to return entirely.",0.0
361407,Samsung Galaxy S6 Edge G925F 32GB Unlocked GSM LTE Octa-Core Phone - White,Samsung,438.5,4,Very good all.,0.0
378178,Samsung i897 Captivate Android Smartphone Galaxy S GSM Unlocked - Black,,87.99,3,Lasted 7 months then ringer quit.,0.0
237670,LG V10 H960A 32GB 4G LTE Hexa-Core Android Unlocked GSM Smartphone with 16MP Camera (Black) - International Version No Warranty,LG,879.99,5,"It's an Android unlocked phone. It has an LED Flashlight, with a 16 MP Camera and front facing camera too. It's Black, sleek, and a techy phone.",3.0
303079,Replacement Belt Clip Holster for Otterbox Defender Samsung Galaxy S5 - Black,Ultrabox,8.99,2,broke quickly. says otterbox replacement but isn't brand name,0.0
284887,OtterBox Iphone 5/5S/SE Defender Case w/ Drop and Dust Proctection - Realtree AP Pink,OtterBox,6.99,5,I love it. It is just like the picture.,0.0
205733,Iphone 5 & 5S Replacement Belt Clip for OtterBox Defender Cases,OtterBox,1.73,4,Works as advertised. It did take some getting used to with only two bottom spots to clip into (original one bottom went all the way across).,0.0
63095,"Apple iPhone 6, Silver, 128 GB (Sprint)",Apple,699.99,1,"Ordered this phone expecting to be able to connect to sprint. Unfortunately that didn't happen, I couldn't connect to sprint for it was still attached to someone else's account. Although they did offer a refund, they did not have any other phones in stock to substitute for the one they failed to make operate. I bought another iPhone elsewhere and it wonderful!",8.0
55882,Apple iPhone 6 Plus 128GB Factory Unlocked GSM 4G LTE Cell Phone - Space Gray,,648.0,5,Great iphone,0.0
25019,Apple iPhone 5c 16GB (Pink) - AT&T,Apple,519.0,5,Awesome service and went out of way to make sure my purchase was good.,0.0
353826,"Samsung Galaxy S5 Mini G800H Unlocked Cellphone, International Version, 16GB, White",Samsung,350.0,5,"So far so good, the Samsung mini screen is just about the size of my Galaxy 2 far more optionsDon't really care for the thumb print scanner as id had a hard time recognizing my thumb even though Idid as was supposed to..... no biggie I prefer using the pattern anyway.",0.0
243782,Moto G Plus (4th Gen.) Unlocked - Black - 16GB - U.S. Warranty,Motorola,249.0,5,"I love my G4plus smartphone! Maybe I'm old school, but i refuse to sacrifice having a headphone dock and SD Storage. This phone has it all. For the price and the build, its a steal. With a screaming 8/core processor, tons of storage, 4gb/ram and Android 6 Marshmallow, it outpaces many competitive phones in far higher price brackets. Low price, long battery life and high caliber performance makes this phone my #1 (All Around Best Bang for the Buck) pick.",3.0
289943,"Pandaoo Smart Phone Watch With Universal Unlocked GSM 8GB Storage HD LCD Camera Fitness Tracker Bluetooth Mate for Android Smartphones(Gold,Black Band)",Pandaoo,81.99,3,"Not compatible with iOS messaging, otherwise very cool watch for the price",
29962,Apple iPhone 5c 32GB (Blue) - AT&T,Apple,274.95,5,Phone works great and is in great condition,0.0
269155,Nokia Lumia 635 8GB Unlocked GSM 4G LTE Windows 8.1 Quad-Core Phone - Black,Nokia,75.99,5,exelente,
155122,BLU Studio Selfie 2 - GSM Unlocked Smartphone - Gold,BLU,69.99,5,Very good,0.0
385503,Samsung T959V Vibrant 4G Black Unlocked Phone - MS,Unknown,44.99,5,ok,0.0
311659,Samsung Galaxy Grand Prime Dual Sim Factory Unlocked Phone White Blanco,Samsung Korea LTD,184.9,5,Great product. Fast shipping.,0.0
72692,Apple iPhone 7 Plus Unlocked Phone 32 GB - US Version (Rose Gold),Apple,919.76,5,I like,0.0
75822,Apple iPhone SE Unlocked Phone -16 GB Retail Packaging - Rose Gold,Apple,420.9,5,iphone se,0.0
245120,Moto G Plus (4th Gen.) Unlocked - White - 64GB - U.S. Warranty,Motorola,298.95,5,"Pros:Beautiful 1920 x 1080p screenThe 8 core processor and 4GB of RAM allow all of my apps to be open and running with no lagThe 16 MP camera is more than I needFingerprint scanner works flawlesslyThe phone is lightweight and easy to holdThe battery lasts me an entire dayCharging is extremely fastCons:The backplate is very thin and flimsy plastic, but with a case that doesn't matter.The same speaker that you use to make phone calls is used for everythingThe fingerprint scanner is not a home buttonThe lock screen and volume buttons are too close together, while the other side of the phone is free of buttonsThe audio jack is on the top center of the phoneMy Thoughts:This phone is amazing for the price, I don't miss my iPhone 5C. If you are on a budget of $300 or less, get this phone. Also, it's unlocked so you can go with any carrier you choose (excluding Verizon and Sprint)!",6.0
185279,Hipipooo 4 Inch IP68 Waterproof 3G Rugged Android 4.4.2 Smartphone 1.2GHz Quad Core Dual Sim Dustproof Shockproof Capacitive Screen GPS 5MP With NFC-Green,shenzhen jinwanyi company,129.99,1,"Displeased. My unit appeared used,cover was scratched up/dirty, the very limited 1 page quick ref guide was well worn, did not have screwdriver tool (used basic screwdriver) . Phone was already loaded with lots of apps and everything was in Spanish. I don't read Spanish. Here's where a manual would help. Installed battery, system came up on its own. I had no idea how to power it up or down (no manual). I removed battery, installed my SIM and it never powered back up. No manual to troubleshoot , no online support available at all. Just very displeased that I wasted my time and tied up my money. Also-dual SIMs claim- on mine only one sim slot usable-the 2nd one has a plastic piece glued down covering it.",9.0
211852,LG Electronics G3 D855 32GB Unlocked International Phone (International Version No Warranty) - Retail Packaging - Violet,LG Electronics,561.11,5,"Great price, fast shipping, love this product.",0.0
80533,"ASUS ZenFone 2 Laser Unlocked Smartphone, 3GB RAM, 32GB Storage",ASUS Computers,229.0,1,"This is a bad phone, as soon as upgraded stopped working. Please don't waste your money",1.0
140526,"BLU Studio 5.0 HD Unlocked Cellphone, White",BLU,119.99,1,The first one blanked out the first day the replacement worked for only a week trying to mail then back,0.0
7218,Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,Loved it like new . Phone came in factory box with brand new head phones and charger. I would definitely purchase another. No scratches,0.0
346314,Samsung Galaxy S4 SGH-I337 Unlocked GSM Smartphone w/ 13 MP Camera - Red (No Warranty),Samsung,288.89,1,"Misrepresented as new, 6mo later the side volume button is broke the haptic feedback is not working properly and the battery holds a charge for about 15min of use and shuts off at 19% of battery. if I'm not in battery saving mode the phone doesn't work right and shuts down and goes into a shutdown startup loop. So my device comes to me in a box that was obviously opened before. right away the charger did not work and I contacted the seller and he sent out 2 new one's. Of the two 1 did not work.(so I received a total 3 chargers 2 did not work) Now its my mistake for not returning it immediately because this is a character issue with the seller if they will misrepresent a product. As I speak I have to write this from my computer because my phone will not open the amazon app. HA HA the only one of my mobile devices ( 2 phones galaxy s3 and nokia, Samsung pro tablet) that isn't working is the crappy phone I bought from this guy imagine that!!! I will update with photos of box and phone soon!",0.0
51308,"Apple iPhone 6 128GB Factory Unlocked GSM 4G LTE Smartphone, Silver (Certified Refurbished)",,417.35,5,"My phone came in awesome condition. It says that is a refurbished phone, but it came to me like a brand new phone. The only thing I didn't like was that it was packaged inside of a small zip lock type thing inside of a big box, and it wasn't protected inside of bubble wrap. Everything else was perfect the sound works good, the videos play well, and it works completely fine. Thanks to everyone who had great reviews to push me to get mine.",2.0
189868,HTC Droid Incredible No Contract Verizon Cell Phone,HTC,26.95,3,"I got this phone to replace my iphone that was damaged. I'm not a big android fan. I realize this phone is 3 years out of date. All reviews I saw were from 2010. Certain apps don't load properly. I had to buy a sd card to download music and certain other apps. Just yesterday, my phone reset itself and I lost all my pictures.",0.0
369674,"Samsung Galaxy S6 SM-G920i Unlocked Cellphone, 32GB, Black Sapphire,INTERNATIONAL VERSION NO WARRANTY",Samsung,479.99,1,"Ever since I received this phone, I've encountered many problems even after I've had a new one sent to me.",0.0
90640,"BlackBerry Classic Factory Unlocked Cellphone, Black",BlackBerry,149.99,5,"This is my first smartphone, still getting used to it but am impressed with the features.",2.0
127120,BLU LIFE ONE X2 - 4G LTE Unlocked Smartphone - 64GB+4GB RAM - Grey,,199.99,5,"For the money you pay this is without a doubt the BEST PHONE ON THE MARKET. Every time I see this phone reviewed it is always compared to a phone that is a lot more expensive. My only real complaint is that the camera is just OK, however, again, for the money it is probably good.For 200 bucks you get 4GB of RAM, 64 GB of storage, dual SIM card (which I just recently used on vacation in the Caribbean) and a nice big display. It also comes with headphones that have honestly become my favorite headphones. I honestly don't even know if you could find a phone this good for 400 bucks.Also be advised, this is a GSM only phone so it won't work if you have Verizon.",0.0
102130,"BlackBerry Torch 9860 RDQ71UW Unlocked Smartphone with 3G, BlackBerry OS 7, 5 MP Camera, and 4 GB Internal Memory--No Warranty (Grey)",Blackberry,39.95,5,"Best Blackberry I have owned to date. World traveler, it has worked at every location, no dropped calls or problems with connecting to different service providers. Uses the T-Moblie SIM state side and an international SIM when traveling. Currently using a country specific SIM, connects everytime. (Text and Calls) The phone is very responsive and easy to use. Tethered to my 64G Blackberry Playbook, and also linked to my computer, keeps files, dates, appointments and reminders with no issues. Blackberry is on the right path with this product. Easier to access the battery, SIM and memory chip with the one touch removal of the rear case. The only issue encountered was a one time drop and the rear case disconnected and the battery shot out, since, I purchased the skin and no futher issues.",0.0
158722,BLU Tank II T193 Unlocked GSM Dual-SIM Cell Phone w/ Camera and 1900 mAh Big Battery - Unlocked Cell Phones - Retail Packaging - Black Yellow,BLU,17.94,5,exelente producto,0.0
78405,Apple Smart Watch Sport 38mm - Silver/White (Certified Refurbished),,264.99,2,Honestly the fit bit part barely functions. I only kelt because I can recharge it and do have to worry about the battery dying randomly like regular watches. You pay $300 for the convenience and its barely that.,1.0
308205,Samsung Galaxy Appeal I827 Unlocked GSM Android Cell Phone - Black/Silver,,64.99,5,Great product,0.0
89205,BlackBerry Bold 9900 GSM Factory Unlocked Phone - No Warranty (Black),BlackBerry,85.0,5,Excelent blackberry 100/ peecent i recomended,0.0
135166,BLU Studio 5.0 C HD - Unlocked Cell Phones - Retail Packaging - Blue,BLU,2000.0,4,"I really was hesitant about this phone and others like this. Most new phones are $300+. I thought something was going to be really terrible about it. However, being a poor college student I had no choice but to get a cheaper phone.I received this phone and have now been using it for a few weeks. I compare this to my husband's phone (new samsung) and I am very pleased with it. It is only a little slower (not by much) than his, and a little grainier photos. Other than that, I have some bonuses he does not have on his Samsung. Duel sim card, costs only $90, and comes in pretty rad colors. Also cam with a case and screen protector. This phone also has lots of case options online.The small differences this phone has can never add up the $300 difference in my opinion. This phone is pretty amazing for the price. I think even if I could get the more fancier phone, I rather save the money since the differences are very small in my opinion.The two things that do kinda drive me crazy I hope they change is the charging port is at the top of the phone and not the bottom. It makes it hard to talk while it is charging or even use the phone. Second, it constantly says second sim card is missing. I don't use it, and wish it would turn off the notification. Other than that, this phone is pretty darn awesome! I will be back to review it in 3, 6 months and then a year.",1.0
350908,Samsung Galaxy S5 Mini G800F 16GB 4G LTE Unlocked GSM Android Quad-Core Smartphone - Blue,,489.0,4,"I bought this phone to replace my Samsung S3 Mini, and I can't be more happy with the phone. It's really fast, it takes good pictures, a really good phone, the gold color looks great, and the only thing that I'm disappointed is that it can not goes IN the water because the charge port can't be close.",3.0
311339,Samsung Galaxy Grand Prime Dual Sim Factory Unlocked Phone - Retail Packaging - Gold(International Version),Samsung,194.9,1,this item was defective. when placing calls the person on the other end cant hear me speak. i think it may only be this phone. i am returning this item,0.0
182646,"Futuretech Discovery V8 Dustproof Shakeproof Smartphone Rugged Android 4.4.2 Unlock Smartphone tk6572w, 1.3ghz; 3G Unlock GSM WCDMA Smartphone Outdoor Hiking Traveling Phone (Green)",,139.0,5,"gps wi-fi strong calls clear, worth for this price",0.0
65104,Apple iPhone 6s 128 GB International Warranty Unlocked Cellphone - Retail Packaging (Silver),"Amazon.com, LLC *** KEEP PORules ACTIVE ***",749.99,1,I received a clay instead a iPhone I. So despondent,46.0
279378,Orbic Slim - Factory Unlocked Phone - Retail Packaging (Gold),Orbic,99.99,5,"Great phone for the cost !!! I do advise you to make sure your carrier input and output data is fully downloaded on this phone, because pics and messaging will not download properly or not at all. My carrier rep at the store did a complete assessment of the output function and determine I needed to have this phone operating as if it was there company issued phone. And it was done for FREE !!",0.0
186304,HTC 1 X Unlocked GSM Android Smartphone with Beats Audio Sound and Front-Facing Speakers - White,HTC,89.99,3,good its a good buuy,0.0
375235,"Samsung Galaxy S7 G930F Factory Unlocked Phone, 32 GB - Internationally Sourced (EU/LATAM) Version - White",Samsung,527.0,1,i got broken seal of cellphone.,57.0
117498,BLU Diva Flex 2.4 - Flip phone - unlocked Dual Sim - Gold,BLU,29.99,5,very good,0.0
85332,"Blackberry 9100 Pearl 3G Unlocked Phone with 3 MP Camera, Wi-Fi, Bluetooth, Optical Trackpad and GPS No Warranty Black",BlackBerry,100.0,5,So nice,0.0
342506,Samsung Galaxy S4 I545 16GB Verizon Wireless + GSM Quad-Core Android Smartphone w/ 13MP Camera - White,Samsung,176.07,1,Stopped working after 1 week,1.0
89693,BlackBerry Bold 9900 GSM Factory Unlocked Phone - No Warranty (Black),BlackBerry,85.0,5,excellent as brand new as recomeniendo pedi brings all its features it says on the posting excellent and very attentive seller,0.0
143463,BLU Studio 7.0 II -Unlocked Smartphone - US GSM - Blue,BLU,95.88,1,It's a pile of s***. DO NOT BUY IT!,0.0
58128,Apple iPhone 6 Plus a1522 16GB Gold for T-Mobile,,529.99,5,Good,0.0
2336,"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,i love it,0.0
91575,"Blackberry Curve 8520 Gemini SmartPhone Unlocked with 2 MP Camera, Bluetooth, Wi-Fi, E-mail-- International Version with No Warranty (Frost Blue)",BlackBerry,39.99,5,"Can't live without this classic, fits my hand and has enough room for all my data.",0.0
241260,"Microsoft Lumia 950 XL RM-1085 32GB White, Single Sim, 5.7"", 20MP, 3GB Ram, Unlocked International Model, No Warranty",,333.41,5,"Product arrived as expected. Very quick processing and delivery by Amazon as always. Microsoft Lumia 950 XL is as good as any other phone for professional use. A pair of earbuds with the phone, which is missing would definitely be an icing on the cake.The seller cared so much to include a complimentary wall socket and a personalized note with my purchase. What an outstanding effort. If I have to buy anything phone related, I'd seek to buy from Mega Mobile. Keep up the good work.",
58883,"Apple iPhone 6 Plus Factory Unlocked Cellphone, 64GB, Silver",Apple,605.0,5,"Shipping was a month faster than estimated! Came with two minor scratches on the screen. I can't even see them with the screen on so no big deal. Came with a charging cord, wall charger and manual. So far so good! I love the huge screen!!",
215740,"LG G2 D800 GSM 4G LTE Unlocked Smartphone with 13MP Camera, 32GB, Black",LG,189.99,5,Phone was in pristine condition and ive used for 5 months now and its been awsome!,0.0
227342,LG Google Nexus 5X H791 16GB 4G LTE 5.2-Inch Factory Unlocked (QUARTZ WHITE) - International Stock No Warranty,LG,289.0,5,it is good! what was needed!,0.0
36553,Apple iPhone 5c 8GB Unlocked GSM Smartphone w/ 8MP Camera - Green,Apple,159.99,2,My phone came with the screen was nasty with hand prints on it & the charger was broke. Not to mention 2 of my letters won't work when I'm typing & the screen sometimes move up & down by iyself,0.0
293849,"Polaroid A6WH 6"" Unlocked Smartphone, No Contract, 4G HSPA+ Dual SIM GSM, Android 4.4 KitKat, One Year Warranty, Retail Packaging,White",Polaroid,116.0,5,I love it. very nice product. very fast delivery.,
94517,"Blackberry Curve 8520 Unlocked Quad-Band GSM Phone with 2MP Camera, QWERTY Keyboard, Wi-Fi and Bluetooth - US Warranty - Opal Pink",BlackBerry,51.95,1,"El telefono me llego a venezuela malo no lee la tarjeta sim, sin accesorios, menu y todo ello lo mande a reparar y me dijeron que era refurbished no le compren a este vendedor si eres del extranjero es un estafador.",0.0
280947,OtterBox Defender Case w/ Holster for iPhone 5 (Only) - Retail Packaging - AP Blazed (Orange Camo),,28.87,5,exactly what my son wanted! He doesn't even care that he can't use the fingerprint option.,0.0
352178,Samsung Galaxy S5 Mini G800h 16gb Hspa+ Unlocked GSM Phone - Blue,Samsung,2000.0,2,EXCELLENT,0.0
302046,"RCA M1 4.0 Unlocked Cell Phone, Dual SIM, 5MP Camera, Android 4.4, 1.3GHz (White)",RCA,159.99,5,Y es is very good thank you,0.0
110441,BLU Dash JR 4.0 K Smartphone - Unlocked - Silver,BLU,125.0,1,The telephone says that it is of 512 of internal memory but only you can use 200 mb and it fills with 4 applications.,1.0
265015,"Nokia E7-00 Unlocked GSM Phone with Touchscreen, QWERTY Keyboard, Easy E-mail Setup, GPS Navigation, 8 MP Camera--U.S. Version with Warranty (Blue)",Nokia,269.1,5,HAVE HAD IT I THINK FOR TWO YEARS NOW. tHE ONLY PROBLEM IM HAVE IS WITH THE CHARGING PORT. I have to put the charger somehow inclined or under pressure in order to charge it. Its the best phone i have ever had. Just bought lummia 920.,0.0
162400,BLU Vivo Air LTE Factory Unlocked Phone - Retail Packaging - White,BLU,429.99,3,I LOVE the size and you can barely feel it in your pocket but the connectivity is really bad. I lose signals pretty often and it can be annoying. Was almost a perfect phone.,
120973,BLU Energy X Plus Smartphone - With 4000 mAh Super Battery- US GSM Unlocked - Silver,BLU,139.0,1,My phone when it arrived it was in good condition but my problem is I cannot hear through the speaker properly sigh not even wen I put it on speaker how can I solve this issue I am not enjoying my phone would love if the seller could contact me,0.0
306991,"Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)",,150.15,4,Amazing!,0.0
385044,"Samsung T139 Unlocked Phone with Camera, Bluetooth and Speakerphone - Unlocked Phone - US Warranty - Gray",Samsung,33.95,5,"If your're looking for a phone that works great and don't want tobother with high tech stuff, this phone is great.I bought this phone for my husband, it's simple and easy to use.",1.0
290091,Pandaoo Smart Phone Watch with Universal Unlocked GSM HD LCD Camera Fitness Tracker Bluetooth Mate for Android Smartphones(Silver+Black band),,79.99,1,"This watch is a piece of crap. First of all, the manual is in super tiny script. Second of all, the grammar is like trying to read a Chinese take out menu from American Dad (it's not even funny).. Doesn't function well at all. Guess you get what you pay for, which is still too much for this",2.0
129209,BLU Life View L110X Unlocked 5.7-Inch 16 GB 12 MP Camera Phone(Blue),BLU,150.0,3,"I wanted to love this phone. I'd played with one at Micro Center and I thought it would be perfect.Thin. Vibrant. Speedy performance.From the very first time I tried to use it the screen glitched out, almost as if the digitizer and glass screen were making intermittent contact. I had to reboot. It worked for a while, then I had to reboot again. All in all, it was a frustrating, error prone experience.Using the on-screen keyboard was just as frustrating. Misspellings were common, making the phone all but unusable.Audio quality is also muddy and not up to par with some of the better performers on the market.I would steer clear of this model unless you can play with it first and ship it back if it underperforms. Even though the screen is gorgeous, until they fix the quality control it's not worth the risk.",1.0
364881,"Samsung Galaxy S6 Edge SM-G925 Unlocked Cellphone, International Version, 64GB, White",,444.99,5,Perfecto,0.0
190505,HTC EVO Shift 4G Android Smartphone Blue - Sprint,HTC,129.52,5,Product was exactly as described,0.0
223499,LG G4 H815 5.5-Inch Factory Unlocked Smartphone (Metallic Gold) - International Stock (No Warranty),LG,285.99,4,BIEN,0.0
111067,BLU Dash JR 4.0 K Smartphone - Unlocked - Silver,BLU,125.0,4,very goob,0.0
385364,Samsung T959 Galaxy S Vibrant 4G GSM Unlocked Android Smartphone,Samsung,69.99,3,Iread and was anticipating a memory card and earphones which I did not receive. if entitled I eagerly look forward to getting them. At least a response.,0.0
142832,"BLU Studio 6.0 Unlocked Cellphone, White",BLU,971.6,1,"it was working just fine with T-mobile... in California.... Unfortunately, now there is a problem with SIM slots. None of them are able to identify a SIM card from any provider.... it lasted only 4 moths... it sucks a$$.......",1.0
91848,"Blackberry Curve 8520 Gemini SmartPhone Unlocked with 2 MP Camera, Bluetooth, Wi-Fi, E-mail-- International Version with No Warranty (Frost Blue)",BlackBerry,39.99,5,"I bought this phone to my little brother. He only uses the basic: BBPin, Whatsapp, Facebook and Google Search. The phone works quite well with Digite, a GSM carrier here in Venezuela. It was a good purchase.",0.0
362440,Samsung Galaxy S6 Edge G925i 64GB Unlocked GSM LTE Octa-Core Smartphone - Green Emerald,Samsung,699.99,5,Excellent,0.0
84629,"BlackBerry 8520OEMRED Gemini 8520 Unlocked Phone with 2 MP Camera, Bluetooth, Wi-Fi--International Version (Red)",BlackBerry,39.99,2,Just got this phone from Amazon. Tried with Tmobile SIM and the radio works with Edge/GSM.I am able to connect to WiFi router successfully BUT the UMA (Unlicensed Mobile Access) softwareis missing in the device !!!I badly need to make voice calls over internet through WiFi (UMA). Any ideas if it exists in it?Or can I install UMA software for 8520 from somewhereThanksRegards-bharat,0.0
402155,Sudroid Z6 Waterprrof Shockproof Dustproof Unlocked Smartphone IP68 Dual Core 1.3GHz MTK6572W 4GB Android 4.2 4.0 Inch IPS Screen 3G Support(Orange),LuMen,94.99,2,"The screen had some vertical lines since day 1, and it is exactly 40 days after purchase today and the USB connector on the phone just gave out. It will not ""connect"" to any device or charge the battery with any cord or plug. This is very frustrating as the warranty just ran out 10 days ago, the phone has not received any bad treatment (though it DID PASS WATER TESTING as it was briefly submerged in a bucket of water for a few seconds during the first week). Not really worth $138 dollars in my opinion.Also, for other prospective buyers, note worthy that because of the deep set position of the micro USB female connector to accommodate waterproof features, the insertion plug is EXTRA long so it is not possible to buy just any micro USB cord and use it. It will not work without modification of the male micro USB portion of the cord.",2.0
149749,"Blu Studio C Mini Quad Core, 4.7"" IPS, Android 4.4 KK, 4G HSPA+, 5MP Camera - Unlocked Cell Phones -Black",BLU,70.4,5,Really good handset.,2.0
11738,Apple iPhone 4S 16GB (Black) - Verizon,Apple,224.77,1,The phone came with a dead battery that had to be replaced by the Apple store within the first week I owned the phone. It cost me $79 plus my time!,1.0
17382,"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,Shipping is great phone came just as expected overall you can trust the seller 100%,0.0
274587,Nokia Lumia 920 32GB Unlocked GSM Windows 8 Smartphone w/ Carl-Zeiss Optics Camera - White,,99.99,1,"I ordered Factory unlocked phone and I received AT& T locked phone.I am also surprised to see no voucher and headphones in the packet, not sure why it happened so.I am returning the same.",2.0
170632,CNPGD [U.S. Warranty] All-in-1 Smartwatch and Watch Cell Phone Gold,CNPGD,49.99,5,"I liked, looks nice.",0.0
92248,"Blackberry Curve 8520 Gemini SmartPhone Unlocked with 2 MP Camera, Bluetooth, Wi-Fi, E-mail-- International Version with No Warranty (Frost Blue)",BlackBerry,39.99,4,"sorry but I sent the invoice for the product the urgent need, if I send the invoice to the address you return the product. happy day",0.0
275327,Nokia Lumia 920 RM-820 32GB GSM 4G LTE Windows 8 OS Smartphone - White - AT&T - No Warranty,Nokia,99.99,4,Good phone for the money!!,
48165,"Apple iPhone 5s AT&T Cellphone, 16GB, Gold",Apple,109.99,5,I ordered it on Friday and had it Monday. I am loving it so far. Activation was quick and easy.,0.0
153789,BLU Studio Selfie - Smartphone - GSM Unlocked - Gold,BLU,94.99,4,"Great phone, easy to use. No problems since i started using it 3 weeks now. Camera takes very nice pics and the video is nice and clear. Much better than the one I had before.",0.0
37192,Apple iPhone 5c a1532 8GB Blue Smartphone for AT&T,Apple,94.0,4,Very satisfied,0.0
34976,Apple iPhone 5c 8GB (Yellow) - Verizon Wireless,Apple,179.99,4,"bought this as a gift for my mom's bday, she absolutely adores it, much better than her previous iphone 4, fast and sleek, standard apple product, i might get the pink for myself, shipped super quick, will do business again",0.0
277084,"Nokia Mural 6750 Unlocked GSM Flip Phone with Second External OLED Display, 2MP Camera, Video, Bluetooth, MP3/MP4 Player and microSD Slot - Silver",Nokia,269.1,5,Great basic phone. Ideal for elderly people who doesn't need or want smart phones. Small and beautiful phone at an excellente prize.,0.0
98905,"Blackberry Q10 Unlocked Cellphone, 16GB, White",,79.95,4,thank you,0.0
44994,Apple iPhone 5s 32GB (Silver) - AT&T,Apple,43.95,5,Got what I wanted,0.0
9694,Apple iPhone 4 8GB Unlocked- Black,,179.99,5,I thought I loved my iPad! This does everything my iPad does AND I can call and text people on it and it fits in my pocket.,8.0
247175,Motorola Droid 4 XT894 4G LTE Black - Verizon Wireless,Motorola,224.0,5,Arrived well packaged and works great. No problems.,0.0
330957,Samsung Galaxy Note I717 16GB 4G LTE GSM Android Phone - Carbon Blue (AT&T version),Samsung,119.5,5,Love this galaxy note. Thinking of buying another one for my wife. Wish the battery would last longer though. I would highly recommend any one who is looking for unlocked cell phone.,0.0
