,Product Name,Brand Name,Price,Rating,Reviews,Review Votes
23247,"Apple iPhone 5 Unlocked Cellphone, 64GB, White",Apple,314.95,5,"It meet my exceptions , flawless. . I recommended it to anybody who doesn't have time to go to the apple store . And it is unlocked so it works with any sim",0.0
405895,Verizon Casio GzOne Boulder No Contract Rugged Phone Orange,Casio,84.99,1,"at first i thought we bought a great phone . It shipped and recieved promptly, well the phone is falling apart. Phone has not been dropped and the circle part on front fell off, the black pieces are comming off, almost as if someone used elmers glue to hold it together for a little while. TOTAL WASTE OF MY MONEY",
105254,BLU Advance 4.0L Unlocked Smartphone -US GSM - Green,BLU,48.99,1,This was one of the worst products I ever bought. Only two months after I bought it and it is not longer working. It frozen on startup splash screen. I don't really recommend it.,3.0
60645,"Apple iPhone 6 Plus Unlocked Cellphone, 16GB, Space Gray",,490.0,5,just as I expected it.,0.0
378356,Samsung Infuse I997 4G 16GB Unlocked GSM Android Smartphone w/ 8MP Camera - Black,Samsung,124.99,2,"Very Old phone, paid way too much, and its not ""4-G"" compatible. More unnecessary issues. Regret purchase!",0.0
218226,"LG G3 D850 32GB Unlocked Smartphone, GSM 4G LTE-Quad-HD, 5.5-Inch,(Metallic Black)",LG,192.46,1,"this phone is not trully unlocked- i bought it in US for use in another country (Israel), just as i did previously with a nexus- no problem then.but- this phone is an AT&T phone,which they failed to mention on specs. so will only work with them. won't recognize the local sim.the seller offered me a full refund, but just shipping it back would take so much time and money i am still looking for a technical solution.so- not recommended for out of country use!",0.0
290149,Pandaoo Smart Watch Mobile Phone DZ09 Unlocked Universal GSM Bluetooth 4.0 Music Player Camera Calendar Stopwatch Sync with Android Smartphones(Silver),Pandaoo,69.99,3,I'm sure there's a waterproof version that deserves 4 stars,0.0
308858,"Samsung Galaxy Exhibit 4G (T-Mobile), t679",Samsung,119.99,3,"I bought this phone for my brother in law who's new in this country. So far it's working fine, he hasn't complained yet about anything.",0.0
242146,Moto G Play (4th gen.) - Black - 16 GB - Unlocked,,149.0,5,So far great phone for the price...Priced like it would be a cheap phone..But it's far from it..,0.0
234159,"LG Optimus G Pro E980 32GB Unlocked GSM 4G LTE Android Smartphone with 13MP Camera, Android 4.1 and Quad-Core Processor (Black)",LG,249.99,1,Something caused a problem and when the phone rang I could answer it but could not hang it up after. The screen just stayed black. I searched and it is a common problem with this phone. Amazon is awesome and issued a full refund. We bought a different phone.,1.0
306787,Samsung Galaxy Ace 2 i8160 Black Factory Unlocked 4GB 5MP Droid,Samsung,99.99,1,"No instuctions in English !!! and I heard that if the phone needs service you are out of luck,",0.0
59540,Apple iPhone 6 Plus Space Gray 64GB Unlocked Smartphone (Certified Refurbished),,439.87,5,Not a scratch. Realy certificated refibrished.,0.0
340289,Samsung Galaxy S3 NEO I9301i 16gb Factory Unlocked International Version - White,Samsung,299.9,5,excellent product,0.0
181376,"ECOOPRO Rugged Unlocked GSM Cell Phone (Gold) - Dual SIM Mobile Device - Shockproof, Waterproof, Dustproof - Rear Camera, Flashlight, USB Charger - 2-Week Battery Life (Grey)",,68.99,4,"this phone is really tough and strong. its a good outdoor phone very rugged. the only problem with this phone is that it didn't come with the option to increase the fonts to make the writings on the phone bigger. that's why I only gave it 4 stars. the phone is waterproof, I tested it my self in a bucket of water, I called the phone while it was in the bucket of water and it rang. after taking it out of the bucket of water, is then I realized that the phone is really waterproof as it says.",0.0
213456,LG Env Touch VX11000 Touch Screen Cell Phone (Verizon Wireless) - No Warranty,LG,20.6,4,"The phone is what I expected, but the chargers that came with it really stink. They were really cheap wall and car chargers that were not really compatible with the phone. The chargers were so bad I thought the phone wasn't any good. Then I borrowed an actual LG charger and it was able to get and hold a full charge. It would have been better if they sent it without the cheesy chargers.",0.0
253627,Motorola Moto X (2nd Generation) - Black Leather - 16 GB (U.S. Warranty) Unlocked Phone,Motorola,109.0,5,I love this phone. Absolutely could not beat the price when I got it. I have had this phone for a just over a month now and here are my pros/cons.Pros:Great quality buildHigh Screen-to-Body %The AMOLED screen is crisp and so black that sometimes I can't discern the screen from the front fascia border.Moto Assist. I am now spoiled by the motion activated screen for checking notifications.Cons:Battery life is not very good. I just had to increase my charging frequency. Drains especially fast during continuous use.Moto Assist. The screen basically turns on whenever something passes over it not just a hand.,0.0
272090,"Nokia Lumia 900 16GB Unlocked GSM Phone with Windows 7.5 OS, AMOLED Touchscreen, 8MP Camera, GPS, Wi-Fi, Bluetooth, FM Radio and microSD Slot - White",Nokia,150.0,1,"not new, it was used or refurbished.. It had some scratches on the sides and the screen was not in the level it should.. it was like glued wrong. The box was a fake Nokia box with the wrong design of the letters ""Nokia"" also the charger was a black cable and a whte connector when it should be all White.",2.0
212299,LG Electronics LG G3 D855 16GB Unlocked Cell Phone - Unlocked (Titan),LG Electronics,249.0,5,Excelente,0.0
45177,Apple iPhone 5s 32GB (Silver) - AT&T,Apple,43.95,4,"I love this iphone,but unfortunately it came locked to At&t.I had to unlock it online on At&t website,which took me only a few minutes to get done for free.I did not think it would be that easy to unlock an At&t phone,but it was a very good experience.The phone works good,but it came repackaged with accessories not certified by Apple. Very good Phone,I am enjoying it",0.0
410103,verykool SL4500 Fusion - Android 4G LTE Unlocked GSM Smartphone w/1.2GHz Quad core Processor & an 8 MP Camera,verykool,70.66,1,"I returned it after about two months; Phone worked well for the first 2 weeks; Initially it lasted about 2 days before it needed re-charging ( with regular use; no texting; no internet); Then it needed recharging after one day; But worst, the battery power sometimes would indicate 70 % remaining and after about 1- 2 hrs, the phone would be dead. I carried the phone in my pocket and when it is dead the phone became very warm (or mild to moderately hot); A few times after it appeared to be without power, it began working again; (2) I also could not make calls or receive calls while in Macys store in Yonkers, NY (while my daughter could with her I-PHONE); Her carrier is AT&T and my carrier is Consumer Cellular which uses AT&T towers. (3) also tried contacting VERY-KOOL, the manufacturer through the app on the same phone and about 75% of the time, after I submit the e-mail, an icon of a clock would appear with an above caption which stated '' wait a second ''; But this would remained frozen for almost an hour (so I would have to cancel that attempt and try again); I bought my phone from AMAZON and was able to return it in a day; I finally contacted VERY KOOL through AMAZON and it would have taken ""2 weeks"" to have it replaced. So I SENT IT BACK TO amazon.",0.0
14612,Apple iPhone 4S 32GB Unlocked GSM Smartphone w/ 8MP Camera w/ Siri & iCloud - Black (Certified Refurbished),,,3,It is acceptable,0.0
237478,LG Spectrum 4G Android Phone (Verizon Wireless),LG,58.95,1,"Shipping was great, but expect a heavily damaged phone. The screen was scratched, charging port was cracked, all the paint on the side was all worn away.It was working great for the first month. Then it just starts randomly shutting down! And now everyday it is constantly shutting down. I can't even use it! Like it will start back up, and then shut down immediately. I don't even know what to do. Very disappointed in this purchase.",0.0
16131,Apple iPhone 4S 8GB Unlocked GSM Cell Phone w/ Siri and iCloud - White,,208.79,1,Could not use with t mobile.,
193684,HTC One M7 Blue 32GB Unlocked Smart Phone 3/4G LTE,HTC,399.99,3,"the product quality is ok but the battery runs out too quick, not even 12 hours..",0.0
385706,Samsung U380 Brightside 3G Verizon CDMA Smartphone - Black,Samsung,189.99,5,I bought this for my dad. It got delivered really fast and in great packaging and the phone works great. Can't even tell its been used. He loves it. 5 stars,0.0
360190,"Samsung Galaxy S6 Active G890A 32GB 16MP Camera Unlocked GSM 4G LTE Octa-Core Smartphone, Black",Samsung,183.89,1,"Phone arrived in a timely manner and worked great for a week.After that it all went downhill.I bought this phone for its superb resistance to damage and the environment. I even put a extra case on it and another screen layer. After a week the phone screen just went black , and would not illuminate , the power up light worked and it made sounds but the screen was black.I tried soft and hard resets, that didn't work so I took it to phone repair places , and since it is a S6 Active nobody wanted to work on the hardware because it is hard to remove. I finally took it to Best Buy and they couldn't do anything about it except put in a ticket to Samsung. After Samsung verified it was still under warranty , they took it to the repair center. Then they mailed it back UN-REPAIRED claiming it was un-economical , because THE PHONE HAD BEEN TAMPERED WITH BY THE SELLER. Do not buy do not waste money on this counterfeit junk.",1.0
179221,CNPGD Watch Cell Phone Mobile Touch Screen Mp3 Mp4 Fm Radio (Black/Silver),CNPGD,39.99,4,Very good product better than expected .but you need a SIM card for a lot of the features and it is not micro sim it is big sim,2.0
99073,"Blackberry Q10 Unlocked Cellphone, 16GB, White",,79.95,1,"Horrible!First of all it was defective. There were faded spots on the screen. That is probably why it was discounted, but it should have been advertised as such.Secondly, (I could have lived with the defect BUT), l could not download a kindle app. I wanted to be able to access my books on my phone. I tried for 2 mos. It was unavailable.Thirdly, the apps are an embarrassment. For example, the ringtone apps are a complete ripoff. Some don't download and you can't get refunded. Some of them are blatant thievery.I became nervous about trying to access many of them. No wonder Blackberry has gone down the tubes! They started with a great idea. When they made mistakes they became too arrogant to recover and instead compounded their mistakes. I simply gave up. Amazon refunded 80% of my purchase price and I bought a Galaxy. The first thing I did was download a kindle app. I'll simply have to learn how to live without a keypad.",2.0
108150,Blu Dash 5.5 Unlocked (White),BLU,130.0,5,great phone,0.0
337953,Samsung Galaxy S3 I535 16GB Unlocked GSM 4G LTE Cell Phone - Marble White,Global Services,185.0,4,"Phone was not blue, but was in great shape - had to take it to Verizon store for SIM, but works just fine - 4G - happy customer.",0.0
114420,BLU Dash JR W D141w Unlocked GSM Dual-SIM Android Cell Phone - White,BLU,34.99,5,Awesome,0.0
341308,Samsung Galaxy S3 SGH-i747 4G LTE GSM Unlocked 16GB No Warranty (White),Samsung,88.0,4,Looks Authentic Thus Far.Sleek And Sexy.,0.0
77600,Apple MF259LL/A - iPhone 4s 8GB / 8MP Camera - Unlocked - Black (Certified Refurbished),,103.94,1,"While the phone was unlocked, it is not capable of getting a wi-fi signal which means it is constantly using my data plan. Wish I hadn't bought this.",0.0
10750,Apple iPhone 4 A1332 32GB White (GSM Unlocked),Apple,138.97,1,"Este telefono le funciona muy mal su cámara. Las fotos me salen borrosas, no sirve su camara frontal. no hace el cambio y se queda trancado. Parece a simple vista nuevo, pero estoy segura que es remanufacturado ya que tiene rayones en el boton de superior encendido. no trajo calcomanias, no trajo la llave para la sim card. su plastico protector fue removido y estaba sucio con huellas dactilares por todos lados... y lo compre en estatus de NUEVO Fui estafado por esta gente. NO RECOMENDADO.This phone will work very badly their camera. The photos came out blurry me, front camera is wrong, does not change . Looks new, but I'm sure it's rebuilt as it has scratches on the top button on. I brought status new, did not bring the key for the sim card. its protective plastic was removed and put , is dirty with fingerprints... . I scammed by these people. NOT RECOMMENDED....",4.0
107414,"BLU Dash 4.0 D270a Unlocked Dual SIM Phone with Dual-Core 1GHz Processor, Android 4.0 ICS, 3G HSPA, and High Res LCD Screen - U.S. Warranty (Black)",CT-Miami LLC,74.5,5,"excellent product, so good that all my friends have recommended him to buy the entire series from the hash Blu advantage to the study 4.0 5.0, in Venezuela works perfectly with movistar, movilnet digitel 3G and 2G in Ecuador works perfect with Claro and 3G movistar",0.0
373810,"Samsung Galaxy S7 Edge SM-G935F 32GB Factory Unlocked GSM Smartphone - International Version, No Warranty (Black Oynx)",,591.0,5,Received product excellent phone.,1.0
111589,BLU Dash JR 4.0 K Smartphone - Unlocked - White,BLU,43.95,5,very nice,0.0
189137,"HTC DROID INCREDIBLE 2 Android Phone, Black (Verizon Wireless)",HTC,83.98,1,"I placed an order for the HTC Droid Incredible 2, as was advertised and pictured, Instead I receive a old Droid Incredible with a Blackberry charger. I am furious. This seems to be a scam on a large scale.",3.0
384790,"Samsung Solstice A887 Unlocked Phone with Touch Screen, 3G Support, 2MP Camera and GPS - No Warranty - Black",Samsung,24.99,4,Did not get AT & T service so many of festures did not work. I do like the keyboard and ease of texting.,0.0
114677,BLU Dash L Unlocked Smartphone - Global GSM - White,BLU,59.99,5,Bought for my mother. She loves it !,0.0
367852,"Samsung Galaxy S6 SM-G920A Unlocked Smartphone, 32GB, (Gold Platinum)",,284.99,3,Needs 4g to operate efficiently. Works well as long as it is near a WiFi connection,0.0
354743,"Samsung Galaxy S5 SM-G900A 16GB 4G LTE GSM Unlocked Android Smartphone, (Gold)",Samsung,174.95,5,"I ordered the s5 a couple weeks ago after my Galaxy III decided to kick the bucket, and I'm finding it to be an incredible improvement over the strengths the III originally had. Rather than go into detail over the phone's features and beat a dead horse (CNET has a very comprehensive review you can read), I'll discuss the ""buying experience.""I purchased this phone from an Amazon Fulfilled vendor called ""The Wireless Circle"" (received it within 2 days via Prime!), It came delivered in a standard Amazon cardboard box and the phone itself in typical Samsung packaging, brand new, with a quick-start booklet, headphones, USB 3.0 cable, and a charging plug. The battery was already fully charged.I am an AT&T customer, but the website and the store were going to charge me $519 plus shipping, and no phones were available within a three-store radius where I live (Hah!). I did some online research and realized buying an unlocked phone was the way to go. I could write an essay on the differences between an unlocked and contract-free phone (just Google it) but if it helps - Since I am an AT&T customer, buying an unlocked AT&T phone meant all I needed to do was take it to the store for activation. Even then, all I needed to do when I got there was replace my SIM card.Ergo: I SAVED MONEY by purchasing an unlocked phone. No more 2-year contracts for me! This is how I'm buying my phones from now, on.",0.0
139546,"BLU Studio 5.0 HD LTE with 5-Inch HD Display, 13MP Camera, Android KitKat v4.4 and 4G LTE HSPA+ Unlocked Cell Phone- Black",BLU,107.98,2,The phone works well on wifi but it hardly keeps signal for network coverage. Thinking about returning it. Very disapointed,1.0
187239,HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow - AT&T - No Warranty,HTC,54.99,5,Better than expected. Works great and is in great condition. Thank you.,0.0
395493,"Sony Xperia Z3 D6633 Factory Unlocked, International Version, Black",Sony,339.99,1,Fragil screen broke un the first month.,15.0
87127,"Blackberry 9650 Bold Unlocked GSM Smartphone with 3 MP Camera, Bluetooth, 3G, Wi-Fi, and MicroSd Slot (Black)",BlackBerry,73.99,3,"I works ok, there're some apps up could not use it with.",0.0
288330,OtterBox Samsung Galaxy S5 Defender Series Protective Case - White/Blue,Ultrabox,14.99,4,"As stated in the item description, this is not an Otterbox product. It does fit the Samsung Galaxy S5 Otterbox perfectly, but it's overall quality is slightly inferior to that of the Otterbox product. It still does the job and is a good, inexpensive replacement for the original.",0.0
116601,"BLU Dash X Plus - Unlocked 5.5"" Smartphone - US GMS -Pink",BLU,91.99,2,Nice,0.0
91629,"Blackberry Curve 8520 Gemini SmartPhone Unlocked with 2 MP Camera, Bluetooth, Wi-Fi, E-mail-- International Version with No Warranty (Frost Blue)",BlackBerry,39.99,2,"Phone been plagued with problems just after couple months of using it....Blanking out, sticking, keys not functioning.I opened the phone and the amount of dirt in the phone could grow crops. I guess that is what you get for being cheap.",0.0
317443,"Samsung Galaxy J5 SM-J500H/DS GSM Factory Unlocked Smartphone, International Version (Gold)",Samsung,169.4,4,Good product,0.0
349648,Samsung Galaxy S5 Mini G800F 16GB 4G LTE Unlocked GSM Android Phone - Gold,,299.0,5,Exelente!!,0.0
215890,"LG G2 D801 Unlocked Cellphone, 32GB White (White)",LG,119.5,1,phone stop working,1.0
285752,Otterbox Otterbox Defender Carrying Case for Samsung Galaxy S4 - Retail Packaging - Eden,OtterBox,14.99,5,Hard to find is easy here. just what I needed.,0.0
135319,BLU Studio 5.0 C HD Smartphone - Unlocked - Orange,BLU,115.0,5,"excellent seller, the article described was received. All good",0.0
95577,Blackberry Curve 9320 Unlocked GSM OS 7.1 Smartphone - Black,Blackberry,59.99,5,OK,0.0
184241,GreatCall Jitterbug5 Easy-to-Use Cell Phone and Medical Alert Device for Seniors - Blue,Jitterbug,99.99,1,simple enough..haven't used it yet-got it only for emergencies,2.0
360656,Samsung Galaxy S6 Edge + Plus G928C 32GB Gold Factory Unlocked GSM - International Version,samsung,599.99,1,Worst product ever brake after a week and scratch the phone screem let in the dust between protector and the screem....,0.0
340995,Samsung Galaxy S3 SGH-i747 4G LTE GSM Unlocked 16GB No Warranty (White),Samsung,88.0,1,"the phone has poor signal in the 1900 MHz band, I'm sorry that I bought this model from AT&T",0.0
34716,Apple iPhone 5c 8GB (Yellow) - Verizon Wireless,Apple,179.99,5,Totally better than I expected it to be. Fully functional with no problems what so ever. There is minimal wear and tear but you can barely see it. Will definitely be ordering from you guys again soon!,6.0
16838,"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,4,Phone delivered on time and in excellent condition. I was able to activate it completely on my own and it is working fine. A fifth star would have been merited except somewhat degraded battery performance. Overall I consider it a very good purchase.,0.0
124542,BLU Life 8 XL Smartphone - Unlocked - Global GSM - Orange,BLU,149.83,4,Phone works great! Pushing it to its limits. Sucks on Straight Talk.,0.0
94056,"Blackberry Curve 8520 Unlocked Quad-Band GSM Phone with 2MP Camera, QWERTY Keyboard, Wi-Fi and Bluetooth - Sky Blue",BlackBerry,39.99,4,si viene liberado lo estoy utilizando en venezuela buen telefono. le puse un chip movilnet y tiene señal. la corneta suena un poco baja,0.0
5752,Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,Not funcionan en Venezuela.,0.0
382365,Samsung S5830 Galaxy Ace - Unlocked Phone - Black,Samsung,89.99,4,"Phone is a startup cheap smart android phone.Seller advt was good and phone did work with my prepaid AT&T service in Chicago. Only difference was I received Samsung S5830M model instead of S5830L, not sure about any difference between those model functionality wise. Till date (06-30-2012) no problem with the phone but over the time I believe it's getting slower with more apps may be phone processor can't handle it. Overall happy with the phone and price I paid for.I would suggest seller to other buyers but do your own research and just not believe what's written on advt.Happy shopping...",2.0
110566,BLU Dash JR 4.0 K Smartphone - Unlocked - Silver,BLU,125.0,5,excelent !!!,0.0
362818,Samsung Galaxy S6 Edge Plus G928C 32GB Unlocked GSM 4G LTE Octa-Core Smartphone w/ 16MP Camera - Gold Platinum,Samsung,459.99,5,TRUE,0.0
241142,"Microsoft Lumia 950 XL RM-1085 32GB White, Single Sim, 5.7"", 20MP, 3GB Ram, Unlocked International Model, No Warranty",,333.41,5,"I had a Lunia Icon that Verizon disabled features on a year after I bought it. So in looking for a new phone I went to AT&T. While they don't carry the 950 XL they support it , so I bought it and switched providers.950XL is an awesome phone. Perfect size and does everything I want. While the Microsoft ecosystem is not as vast as the others, the phone is great.Cortana is the best AI, the ability to read and reply to texts via Cortana over Bluetooth is the best.Microsoft really needs to get it in gear and push to expand the platform.",2.0
264442,"Nokia E5-00 Unlocked GSM Phone with Easy Email Setup, IM, QWERTY, 5 MP Camera, Ovi Store with Apps, and Free Ovi Maps Navigation (White)",Nokia,115.0,1,Item never worked properly. Locks frequently. No assistance from seller.,0.0
405555,Verizon Casio GzOne Boulder No Contract PTT Rugged 3G Cell Phone,Casio,94.99,2,"Back up phone, ollldddd tech but I guess it will work as a backup",0.0
4904,Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,30.99,1,"The particular phone I got, Well it exploded after it's first Charge! I'm glad it wasn't on my son at the time. I believe he may have gotten hurt!",2.0
52555,"Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Smartphone, Silver (Certified Refurbished)",,150.0,4,"So Far its working ok, looks like new not refurbished so great product!",1.0
194189,HTC One M8 - Factory Unlocked 32GB - US Warranty (Glacial Silver),HTC,138.99,1,do not work it was robbery,1.0
46590,Apple iPhone 5s 64GB (Gold) - Verizon Wireless,Apple,239.95,5,In great condition!!,0.0
238782,"LG Xenon GR500 Unlocked Phone with QWERTY Keyboard, 2MP Camera, GPS and Touch Screen (Blue)",LG,129.99,5,i am very satisified with the phone; i had an LG phone before so i'm familiar with the brand. it was as it was described,0.0
197490,"HTC One X Unlocked Gsm Phone, 16GB, Gray",HTC,92.99,1,"i brought an htc one x with beats audio as NEW and the cellphone was sent to me obiusly is USED, the battery isnt work right, the microphone to speake without speaker is not RIGHT im very disappoint with this item. i pride for your feeding back very quick to accept the fail.",0.0
168911,"CNPGD [U.S. Office Extended Warranty] Smartwatch + Unlocked Watch Cell Phone All in 1 Bluetooth Watch for iPhone Android Samsung Galaxy Note,Nexus,htc,Sony White",CNPGD,49.99,1,It ɖօռ't աօʀҡ աɨtɦ ʍʏ phone,0.0
22590,"Apple iPhone 5 Unlocked Cellphone, 64GB, Black",Apple,309.0,5,perfect,0.0
160939,"BLU VIVO 5 Smartphone -5.5"" 4G LTE GSM Unlocked - 32GB +3GB RAM - Silver",BLU,199.95,5,Good phone for its price,0.0
113588,Blu Dash JR D141W Dual Sim Factory Unlocked Android Smartphone,BLU,40.0,5,Excellent,0.0
323953,Samsung Galaxy Note 3 N900 32GB Unlocked GSM 4G LTE Android Smartphone w/ S Pen Stylus - Black,Samsung,249.99,5,exelent,0.0
254872,Motorola MOTO X 2nd Gen XT1096 16GB Verizon + GSM 4G LTE Smartphone - Burgundy (Certified Refurbished),,239.99,1,"THIS PHONE IS NOT UNLOCKED NOR GSM!!! Got this phone expecting unlovked, well it was not. Starts up Verizon and when I inserted my at&t sim card, start up screen said you must insert Verizon sim. DO NOT BUY, FALSE ADVERTISEMENT!!",19.0
131840,BLU PURE XL Smartphone - 4G LTE GSM Unlocked - 64GB +3GB RAM - Grey,BLU,129.99,4,"This phone is amazing. Let me frame my review by stating a few things. I own a note 5, note 4, Galaxy 4, and prior to that a galaxy 3, and iPhone 3gs. This was the best most thought out unboxing I have ever experienced. The phone comes with everything you need to just walk out the door after you charge up. One piece of constructive criticism. Maybe provide a micro sim adapter for people like myself with micro sim cards. Unless you have the adapter you will have to go buy one before you can use your phone to the intended capacity. This phone is amazing and I am note sure if I am going to sell my note 5 or keep it. This is a well put together phone. Not perfect. I do miss the stylus but the screen size makes up for it. I do miss the frame rate of the note 5 video but the extra 8mp adding up tona crisp 24mp do help me sleep a lil better ;-). Awesome and glad to review this product.",3.0
135141,BLU Studio 5.0 C HD - Unlocked Cell Phones - Retail Packaging - Blue,BLU,2000.0,5,The phone works perfectly!,0.0
111103,BLU Dash JR 4.0 K Smartphone - Unlocked - White,BLU,43.95,5,Perfecto,0.0
102963,Blackview BV5000 Dual SIM Unlocked Smartphone - Black,Blackview,118.99,2,Love the style. Needs upgraded WiFi n 3g,1.0
205118,Indigi 7.0in White 2-in-1 Android 3G Smart Phone Tablet PC (Factory Unlocked) US Seller,Indigi,98.79,1,"Junk, it installs without knowledge, using up your memory, makes me feel like I get hacked, freezes at times, but I will say I do like the screen size, and to play games on it, so after this one dies im done with amazon phones!!",0.0
330688,Samsung Galaxy Note I717 16GB 4G LTE GSM Android Phone - Carbon Blue (AT&T version),Samsung,119.5,1,A very terrible phone moves very slow keep putting things up you don't want hate very much.,0.0
325225,"Samsung Galaxy Note 3 N900A Unlocked Cellphone, 32GB, Black",Samsung,300.0,5,I absolutely love my cellphone!!!!!!! It's so easy to understand and use. The camera is fantastic! The only thing I'll say is it's super skinny u must have a durable case to not hurt it! It's fast and web browsing is so easy to save all ur fav sites! Buy it bc it's so worth the price paid!,0.0
317529,"Samsung Galaxy J5 SM-J500H/DS GSM Factory Unlocked Smartphone, International Version (White)",Samsung,166.0,5,Excelente,0.0
6723,"Apple Iphone 4 - 8gb Sprint (CDMA) White, Smartphone, in box with all the accessories, clean esn!!",,,3,It's a good iPhone there are some scratches on the camera and some on the screen plus it didn't come with any accessories but all in all it was a good buy and I would recommend this seeker if your going to buy an iphone,0.0
120780,BLU Energy X Plus Smartphone - With 4000 mAh Super Battery- US GSM Unlocked - Grey,BLU,139.0,3,"I really like the styly of this phone. The color is something that really works well for me. The size fits great in my back pocket when im on the go.Fuctions well and no problems so far after owning it for two months.The issues I have with this is the amount of apps that come on it. Way to many and burns up my space on the phone. They can not be deleted. At least I havent found a way to delete them. If you want to have a large amount of pics and videos on it, you need to get a SD card. Overall, I really like the phone.",
343906,Samsung Galaxy S4 i9505 16GB LTE Unlocked International Version White,Samsung,168.68,1,Phone would not work outside of USA. tried many times by switching sem card and taking to a professional cellphone business but phone still would not work.,
211794,LG Electronics G3 D855 32GB Unlocked International Phone (International Version No Warranty) - Retail Packaging - Violet,LG Electronics,561.11,5,Yes,0.0
64789,"Apple iPhone 6, Space Gray, 64 GB (T-Mobile)",,548.95,5,"Phone is great, seller was great when I had questions also.",0.0
72288,Apple iPhone 7 Plus Unlocked Phone 256 GB - US Version (Black),Apple,1143.99,5,all good,0.0
40230,Apple iPhone 5s 16GB (Silver) - Verizon Wireless,Apple,149.99,1,No comment. Please... Unsatisfied product. Thanks anyway.,0.0
245388,Moto G Plus (4th Gen.) Unlocked - White - 64GB - U.S. Warranty,Motorola,298.95,2,The phantom screen is real. The screen just randomly jitters and touches random spots and launches apps. I already regret buying this phone and it's past the 30 days. I am a certified A Plus technician and I recommend you save your money for something else.,0.0
106671,BLU Advance 4.0L Unlocked Smartphone -US GSM - Pink,BLU,57.29,5,EXCELLENT PRODUCT,0.0
383811,Samsung SCH-i545 - Galaxy S4 16GB Android Smartphone - Verizon + GSM - Blue (Certified Refurbished),,569.98,5,"This phone came in generic packaging and was clearly refurbished. However that being the case, its like new in terms of apperance and working ability.It's only been in my posession for two days, but it works like its brand new. I'll update if there is any changes.",0.0
258704,New Nokia Lumia 1320 GSM Unlocked LTE Windows 8 Cell Phone - Black (No Warranty),Nokia,99.99,5,Love this phone was on time and easy to set up,0.0
58014,Apple iPhone 6 Plus 64GB Unlocked Smartphone - Silver (Certified Refurbished),,529.99,5,Everything was good.,0.0
309515,"Samsung Galaxy G920F-S6 32GB Factory Unlocked 5.1"" - International Sourced Version - Black",Samsung,434.99,5,Nice phone,0.0
338741,Samsung Galaxy S3 Mini GT-i8190 8GB Android Smartphone - Black,Samsung,125.85,5,"This is an original samsung galaxy s3 mini, not a chinese copy if you were wondering. The shipment was fast and the phone is unlocked as advertised as I've used it in South America perfectly fine. 5 stars for the price and the shipment.",9.0
16780,"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,3,The iPhone work good but the battery no.,0.0
22153,"Apple iPhone 5 Unlocked Cellphone, 32GB, White",Apple,265.0,1,The battery is old. Highly doubt it's a refurbished phone.,1.0
112597,"BLU Dash JR 4.0K Android 4.2, 2MP - Unlocked (Silver)",BLU,49.0,5,"Excellent phone, good screen, the camera is 2MP but the photos look good, grabbed the chip without problem when connected to wifi is quick to enter descaragar applications and fast . very good phone",0.0
219825,LG G3 D855 16GB Metallic Black Factory Unlocked 4G 3G 2G 2G GSM 850/900/1800/1900,LG,275.0,4,"Awesome phone, it handles as advertised.One of the cons that I have identified it’s that some apps foreclose without a let you know, now I don’t know if this a phone issue or the app itself. Otherwise excellent phone.",1.0
139238,"BLU Studio 5.0 HD LTE with 5-Inch HD Display, 13MP Camera, Android KitKat v4.4 and 4G LTE HSPA+ Unlocked Cell Phone- Black",BLU,107.98,1,this phone always blank out. i dont have much on it and it will just blan out in a quick second. when i try to return i miss the return day by 7 days. would not recommmend it at all. the worse thing i bought.,0.0
358963,"Samsung Galaxy S5 SM-G900T GSM Unlocked Cell Phone, 16GB - Black (Certified Refurbished)",Samsung,195.99,2,Screen freezes up a lot already and I have only had it for 5 days. Not worth spending $200.,0.0
365967,Samsung Galaxy S6 G920F 32GB Factory Unlocked GSM 4G LTE Octa-Core Smartphone - Blue Topaz,Samsung,529.0,5,camera is great perfect size,0.0
260196,Nokia 220 RM-971 Unlocked Cell Phone with 2MP Camera (Black),Nokia,174.1,4,xcelente,0.0
346855,"Samsung Galaxy S4 SGH-I337 Unlocked GSM Smartphone with 13 MP Camera, Touchscreen and 16 GB Storage, Black",Samsung,183.99,5,Camera,0.0
12104,Apple iPhone 4S 16GB (Black) - Verizon,Apple,224.77,5,"thanks, just what my son wanted. perfect. no complaints",0.0
197647,"HTC One X Unlocked Gsm Phone, 16GB, Gray",HTC,92.99,1,"I bought this telephone 3 months ago with iKdeals, 2 months after I start to use it a little black spot comes out, then it goes bigger and other spots come to the screen, now i can't read nothing and it was a really waste of money, I don't recomend it. Sorry for my English, it is not my native language.",5.0
